,Utterance,Emotion,tokens,token_len
1116,"Well, look, why don’t you just, why don’t you do your Phase Two strip club thing with us.",neutral,"['well', 'look', 'dont', 'dont', 'phase', 'two', 'strip', 'club', 'thing', 'u']",10
1117,"Yeah, come on, we can be guys!",joy,"['yeah', 'come', 'guy']",3
1118,No you can’t.,joy,['cant'],1
1119,"You don’t want to be guys, you’d be all hairy and wouldn’t live as long.",disgust,"['dont', 'want', 'guy', 'youd', 'hairy', 'wouldnt', 'live', 'long']",8
1120,"Y’know you, you just stop being such a wuss and get those off and you come with us and watch naked girls dance around!!",anger,"['yknow', 'stop', 'wuss', 'get', 'come', 'u', 'watch', 'naked', 'girl', 'dance', 'around']",11
1121,Okay.,neutral,['okay'],1
1122,I’m sorry.,sadness,"['im', 'sorry']",2
1123,"And y'know what, I just realised, in the last year I’ve only gone out with two guys, Richard and Julio.",surprise,"['yknow', 'realised', 'last', 'year', 'ive', 'gone', 'two', 'guy', 'richard', 'julio']",10
1124,"You gotta help me out here, you gotta set me up, you gotta get me back in the game.",fear,"['got', 'ta', 'help', 'got', 'ta', 'set', 'got', 'ta', 'get', 'back', 'game']",11
1125,"Well, that shouldn’t be a problem. I mean I work in fashion and all I meet are eligible straight men.",neutral,"['well', 'shouldnt', 'problem', 'mean', 'work', 'fashion', 'meet', 'eligible', 'straight', 'men']",10
1126,"Pete, can I get you something else?",neutral,"['pete', 'get', 'something', 'else']",4
1127,"Yeah, a slice of cheesecake and-and a date if you’re given’ ‘em out.",neutral,"['yeah', 'slice', 'cheesecake', 'andand', 'date', 'youre', 'given', 'em']",8
1128,Haven’t you and I covered that topic?,neutral,"['havent', 'covered', 'topic']",3
1129,"Hmm, come on, you just said to her that you….",neutral,"['hmm', 'come', 'said']",3
1130,"Aww, the only reason you want to go out with me because my blond wig, and the big boobs, and the fact that I serve you food.",joy,"['aww', 'reason', 'want', 'go', 'blond', 'wig', 'big', 'boob', 'fact', 'serve', 'food']",11
1131,"Well, if that were true, I’d dating my Aunt Ruth.",joy,"['well', 'true', 'id', 'dating', 'aunt', 'ruth']",6
1132,And the two times we went out were just plain awkward.,disgust,"['two', 'time', 'went', 'plain', 'awkward']",5
1133,"Come on, you think she should go out with me, don’t you?",neutral,"['come', 'think', 'go', 'dont']",4
1134,"Well, I mean, are you sure you want to go out with her?",neutral,"['well', 'mean', 'sure', 'want', 'go']",5
1135,"I mean that ain’t a pretty picture in the morning, y’know what I mean.",disgust,"['mean', 'aint', 'pretty', 'picture', 'morning', 'yknow', 'mean']",7
1136,"That wig all in disarray, and boobs flung over the night stand, y'know.",disgust,"['wig', 'disarray', 'boob', 'flung', 'night', 'stand', 'yknow']",7
1137,"I mean really, think about it.",neutral,"['mean', 'really', 'think']",3
1138,"Ho-ho, I will.",neutral,['hoho'],1
1139,I believe I read that somewhere!,surprise,"['believe', 'read', 'somewhere']",3
1140,"That only is not funny, it's physically impossible!",anger,"['funny', 'physically', 'impossible']",3
1141,Okay?,anger,['okay'],1
1142,Depending    on the species I'd have to have a six foot long...,anger,"['depending', 'specie', 'id', 'six', 'foot', 'long']",6
1143,It's not funny!,anger,['funny'],1
1144,I respectfully disagree.,neutral,"['respectfully', 'disagree']",2
1145,I can't believe you put that on my alumni page!,anger,"['cant', 'believe', 'put', 'alumnus', 'page']",5
1146,Who cares? Nobody reads those things,neutral,"['care', 'nobody', 'read', 'thing']",4
1147,You'd better hope not because I just read what you put on your    page today.,anger,"['youd', 'better', 'hope', 'read', 'put', 'page', 'today']",7
1148,I don't have a page.,neutral,"['dont', 'page']",2
1149,Oh oh oh! I RESPECTFULLY DISAGREE!!,anger,"['oh', 'oh', 'oh', 'respectfully', 'disagree']",5
1150,I know I miss you too. I can't wait to see you. I love you. Bye.,joy,"['know', 'miss', 'cant', 'wait', 'see', 'love', 'bye']",7
1151,"Okay, what is in here? Rocks?",surprise,"['okay', 'rock']",2
1152,"No-no, this is my collection of fossil samples.",neutral,"['nono', 'collection', 'fossil', 'sample']",4
1153,"So, rocks.",disgust,['rock'],1
1154,"I'm really gonna miss this apartment. Y'know, Ben-Ben took his first steps right over there.",sadness,"['im', 'really', 'gon', 'na', 'miss', 'apartment', 'yknow', 'benben', 'took', 'first', 'step', 'right']",12
1155,"Ohh. Hey, remember when I ran into this thing  and it kinda knocked me out a little?",joy,"['ohh', 'hey', 'remember', 'ran', 'thing', 'kinda', 'knocked', 'little']",8
1156,"I loved this place! To tell you the truth, I wish I didn't have to move.",joy,"['loved', 'place', 'tell', 'truth', 'wish', 'didnt', 'move']",7
1157,"Uhh, are you saying that you're not entirely happy about this?",surprise,"['uhh', 'saying', 'youre', 'entirely', 'happy']",5
1158,"Well, I mean if uh, if Emily gave me a choice",sadness,"['well', 'mean', 'uh', 'emily', 'gave', 'choice']",6
1159,You,neutral,[],0
1160,Why?,neutral,[],0
1161,"Hey, you guys! Look what I found in the giiiiiiift shop.  Get up! Get up! Get up!",joy,"['hey', 'guy', 'look', 'found', 'giiiiiiift', 'shop', 'get', 'get', 'get']",9
1162,"I left a bra drying on the shower rod, you don’t think your son will think it’s yours and be horribly traumatised?",joy,"['left', 'bra', 'drying', 'shower', 'rod', 'dont', 'think', 'son', 'think', 'horribly', 'traumatised']",11
1163,"Hey, if mommy can have a wife, daddy can have a bra.",neutral,"['hey', 'mommy', 'wife', 'daddy', 'bra']",5
1164,"Ohh, it’s time to go.",neutral,"['ohh', 'time', 'go']",3
1165,"Huh, what can we do in 17 minutes?",neutral,"['huh', 'minute']",2
1166,Twice?,neutral,['twice'],1
1167,Well that’s ambitious.,neutral,"['well', 'thats', 'ambitious']",3
1168,"Hey, uh, you can ignore that.",neutral,"['hey', 'uh', 'ignore']",3
1169,That’s Carol with your son!,surprise,"['thats', 'carol', 'son']",3
1170,"Morning’s here! Sunshine is here! The sky is clear, the morning’s here! The morning’s here!",joy,"['morning', 'sunshine', 'sky', 'clear', 'morning', 'morning']",6
1171,HEY!! Do you,anger,['hey'],1
1172,Oh come on! Morning’s here!  Morning’s here! The morning is here! Sunshine is here!,joy,"['oh', 'come', 'morning', 'morning', 'morning', 'sunshine']",6
1173,I,neutral,[],0
1174,Are you kidding? I love that guy!  Morning’s here! Morning is here—,joy,"['kidding', 'love', 'guy', 'morning', 'morning']",5
1175,Stop it! I will kill you. I hate the fact that my room is so small.,anger,"['stop', 'kill', 'hate', 'fact', 'room', 'small']",6
1176,"Hey, I have all the space I need. Just do what I did.",neutral,"['hey', 'space', 'need']",3
1177,"Monica, you don’t even have a bed, you sleep in a ball on the floor!",anger,"['monica', 'dont', 'even', 'bed', 'sleep', 'ball', 'floor']",7
1178,Y’know what? I am,neutral,['yknow'],1
1179,I’m sorry. I’m so sorry.,sadness,"['im', 'sorry', 'im', 'sorry']",4
1180,Okay.,neutral,['okay'],1
1181,"See, this is a",neutral,['see'],1
1182,Shut up! This place is a hole!,anger,"['shut', 'place', 'hole']",3
1183,"All right buddy, time to roll over.",neutral,"['right', 'buddy', 'time', 'roll']",4
1184,No-no!,fear,['nono'],1
1185,"No, no-n-n-n-no!!",fear,['nonnnno'],1
1186,You are going to a clinic!,disgust,"['going', 'clinic']",2
1187,"You’re going to a clinic, and a pyjama store!",disgust,"['youre', 'going', 'clinic', 'pyjama', 'store']",5
1188,Are you under the sheet?,neutral,['sheet'],1
1189,Yes.,neutral,['yes'],1
1190,"Great, let’s begin.  How’s the pressure?",joy,"['great', 'let', 'begin', 'hows', 'pressure']",5
1191,Nice! Wow Phoebe you are good!,joy,"['nice', 'wow', 'phoebe', 'good']",4
1192,"Stating the obvious, but thank you. And it’s not weird is it.",joy,"['stating', 'obvious', 'thank', 'weird']",4
1193,No. Ooohh,joy,['ooohh'],1
1194,"That’s right, you just enjoy.",neutral,"['thats', 'right', 'enjoy']",3
1195,Oh. Oh yeah! Ohhhhh! Ohh! Oh yeah!,joy,"['oh', 'oh', 'yeah', 'ohhhhh', 'ohh', 'oh', 'yeah']",7
1196,Okay.,neutral,['okay'],1
1197,Oh God Phoebe!!  Oh that’s it! That’s it! Right there! Oh!  Ooooh-oooh-ooooh,joy,"['oh', 'god', 'phoebe', 'oh', 'thats', 'thats', 'right', 'oh', 'oooohooohooooh']",9
1198,Become a drama critic!,joy,"['become', 'drama', 'critic']",3
1199,I am hurt!  A plague on both your houses!,sadness,"['hurt', 'plague', 'house']",3
1200,"By the way, he dumped me tonight after he read my review.",sadness,"['way', 'dumped', 'tonight', 'read', 'review']",5
1201,"Oh, classy.",disgust,"['oh', 'classy']",2
1202,"Yep! I sure know how to pick ‘em, huh? Y'know I gave up a part on a soap for this!",sadness,"['yep', 'sure', 'know', 'pick', 'em', 'huh', 'yknow', 'gave', 'part', 'soap']",10
1203,"Wow! Yeah I ah, I gave up a job too.",anger,"['wow', 'yeah', 'ah', 'gave', 'job']",5
1204,Really. What?,surprise,['really'],1
1205,"Uh, de-clawing cats.",anger,"['uh', 'declawing', 'cat']",3
1206,"Hey, tell ya what.",neutral,"['hey', 'tell', 'ya']",3
1207,Let me walk you home.,neutral,"['let', 'walk', 'home']",3
1208,We’ll stop by every news stand and burn every copy of their Times and the Post.,anger,"['well', 'stop', 'every', 'news', 'stand', 'burn', 'every', 'copy', 'time', 'post']",10
1209,Why the Post?,surprise,['post'],1
1210,"Oh, you didn’t see the Post?",surprise,"['oh', 'didnt', 'see', 'post']",4
1211,No. You?,neutral,[],0
1212,No. Why?,neutral,[],0
1213,Hi Joey! What are you doing here?,joy,"['hi', 'joey']",2
1214,"Uhh, well I’ve got an audition down the street and I spilled sauce all over the front of my shirt.  You got an extra one?",neutral,"['uhh', 'well', 'ive', 'got', 'audition', 'street', 'spilled', 'sauce', 'front', 'shirt', 'got', 'extra', 'one']",13
1215,"Yeah, sure. Umm…here.",neutral,"['yeah', 'sure', 'ummhere']",3
1216,Great.  You got anything that’s not,disgust,"['great', 'got', 'anything', 'thats']",4
1217,"Yeah, I don’t think so Joe.",neutral,"['yeah', 'dont', 'think', 'joe']",4
1218,"All right, I guess this will be fine.",neutral,"['right', 'guess', 'fine']",3
1219,"Hey, listen umm, what-what are you doing tonight?",neutral,"['hey', 'listen', 'umm', 'whatwhat', 'tonight']",5
1220,"Nothing, why?",neutral,['nothing'],1
1221,How would you feel about taking out my assistant Tag? I’ll pay.,neutral,"['would', 'feel', 'taking', 'assistant', 'tag', 'ill', 'pay']",7
1222,"Huh, Rach I got to say it’s gonna take a lot of money for me to go out on a date with a dude.",disgust,"['huh', 'rach', 'got', 'say', 'gon', 'na', 'take', 'lot', 'money', 'go', 'date', 'dude']",12
1223,I’m not asking you to go on a,neutral,"['im', 'asking', 'go']",3
1224,Really? ‘Cause I could kinda use the money.,surprise,"['really', 'cause', 'could', 'kinda', 'use', 'money']",6
1225,"Joey, just-just he-he’s new in town and I know he doesn’t have any guy friends.",neutral,"['joey', 'justjust', 'hehes', 'new', 'town', 'know', 'doesnt', 'guy', 'friend']",9
1226,Just take him to like a ball game or something.,neutral,"['take', 'like', 'ball', 'game', 'something']",5
1227,I’ll really appreciate it.,neutral,"['ill', 'really', 'appreciate']",3
1228,"Yeah, okay.",neutral,"['yeah', 'okay']",2
1229,Yeah?,surprise,['yeah'],1
1230,"Sure, no problem.  Ooh—Hey, donuts!",joy,"['sure', 'problem', 'oohhey', 'donut']",4
1231,"Problem odour in the litter box? Don’t change your kitty, change your kitty litter.",neutral,"['problem', 'odour', 'litter', 'box', 'dont', 'change', 'kitty', 'change', 'kitty', 'litter']",10
1232,"Sorry, Pheebs.",sadness,"['sorry', 'pheebs']",2
1233,Yeah. You okay?,neutral,"['yeah', 'okay']",2
1234,"No! Sorry, I just thought you were somebody else. Hi!",surprise,"['sorry', 'thought', 'somebody', 'else', 'hi']",5
1235,"Hi. Well, look, I was just gonna leave a message, isn’t tonight your, your big anniversary dinner?",neutral,"['hi', 'well', 'look', 'gon', 'na', 'leave', 'message', 'isnt', 'tonight', 'big', 'anniversary', 'dinner']",12
1236,"Yeah. Well, umm.....",sadness,"['yeah', 'well', 'umm']",3
1237,"Rach, are you okay?",surprise,"['rach', 'okay']",2
1238,"Yeah, I’m fine.",sadness,"['yeah', 'im', 'fine']",3
1239,"You wanna talk, I mean I can come over?",neutral,"['wan', 'na', 'talk', 'mean', 'come']",5
1240,"No! Really, no, please, please, that’s, that’s okay.",sadness,"['really', 'please', 'please', 'thats', 'thats', 'okay']",6
1241,"All right, all right, I’m coming over, and I’m bringing Chinese food.",neutral,"['right', 'right', 'im', 'coming', 'im', 'bringing', 'chinese', 'food']",8
1242,"Oh, yeah, I’m not, I’m not hungry.",sadness,"['oh', 'yeah', 'im', 'im', 'hungry']",5
1243,It’s for me.,neutral,[],0
1244,"Oh. Okay, bye.",neutral,"['oh', 'okay', 'bye']",3
1245,"Come on, pick up, pick up!",fear,"['come', 'pick', 'pick']",3
1246,Hello?,neutral,['hello'],1
1247,Transit Authority?,neutral,"['transit', 'authority']",2
1248,"Yes, hello.",neutral,"['yes', 'hello']",2
1249,"I'm doing research for a book, and I was wondering what someone might do if they left a baby on a city bus.",neutral,"['im', 'research', 'book', 'wondering', 'someone', 'might', 'left', 'baby', 'city', 'bus']",10
1250,"Hi, here's the deal.",neutral,"['hi', 'here', 'deal']",3
1251,We lost a carseat on a bus today.,neutral,"['lost', 'carseat', 'bus', 'today']",4
1252,"It's white plastic, with a handle, and it fits onto a stroller.",neutral,"['white', 'plastic', 'handle', 'fit', 'onto', 'stroller']",6
1253,"Oh, and there was a baby in it.",neutral,"['oh', 'baby']",2
1254,He wants to talk to you again.,neutral,"['want', 'talk']",2
1255,Hello.,neutral,['hello'],1
1256,I’m sorry I’m a little late.,neutral,"['im', 'sorry', 'im', 'little', 'late']",5
1257,Whoa,surprise,['whoa'],1
1258,"Let me start by uh, by introducing myself, I am Professor Geller.",neutral,"['let', 'start', 'uh', 'introducing', 'professor', 'geller']",6
1259,"So to sum up, I’m Professor Geller.",neutral,"['sum', 'im', 'professor', 'geller']",4
1260,"Good evening, sir.",neutral,"['good', 'evening', 'sir']",3
1261,My name is Ross Geller.,neutral,"['name', 'ross', 'geller']",3
1262,I'm one of the people who applied for the apartment.,neutral,"['im', 'one', 'people', 'applied', 'apartment']",5
1263,And I-I realize that the competition is fierce but—I'm sorry.,neutral,"['ii', 'realize', 'competition', 'fierce', 'butim', 'sorry']",6
1264,"I, I can't help but notice you're naked and  I applaud you.",joy,"['cant', 'help', 'notice', 'youre', 'naked', 'applaud']",6
1265,"Man, I wish I was naked.",neutral,"['man', 'wish', 'naked']",3
1266,"I mean, this-this looks so great.",joy,"['mean', 'thisthis', 'look', 'great']",4
1267,That is how God intended it.,neutral,"['god', 'intended']",2
1268,"Okay, I have to tell you something that I have never admitted during our entire friendship!",anger,"['okay', 'tell', 'something', 'never', 'admitted', 'entire', 'friendship']",7
1269,"But, when we were in high school I made out with James Farrell even when I knew that you liked him!",anger,"['high', 'school', 'made', 'james', 'farrell', 'even', 'knew', 'liked']",8
1270,"Wow, that feels so good to get off my chest!",joy,"['wow', 'feel', 'good', 'get', 'chest']",5
1271,"Okay, you go!",anger,"['okay', 'go']",2
1272,My turn? What-what are you talking about?,surprise,"['turn', 'whatwhat', 'talking']",3
1273,"Ugh, Monica, I know about you and Chandler.",disgust,"['ugh', 'monica', 'know', 'chandler']",4
1274,What?!,surprise,[],0
1275,"I overheard you guys on the phone the other day, and you said, ""I'll just tell Rachel that I'm doing laundry for a couple of hours.""",neutral,"['overheard', 'guy', 'phone', 'day', 'said', 'ill', 'tell', 'rachel', 'im', 'laundry', 'couple', 'hour']",12
1276,"And he said, ""Laundry?",neutral,"['said', 'laundry']",2
1277,Is,neutral,[],0
1278,Well. Sounds like you're writing yourself a little play there Rach. Wow! Let me know how that one turns out.,joy,"['well', 'sound', 'like', 'youre', 'writing', 'little', 'play', 'rach', 'wow', 'let', 'know', 'one', 'turn']",13
1279,"Well, I wouldn't know because I got so freaked out that I hung up the phone.",anger,"['well', 'wouldnt', 'know', 'got', 'freaked', 'hung', 'phone']",7
1280,"Well, if you had kept listening, you-you would have heard me call him Mr. Big……ot.",neutral,"['well', 'kept', 'listening', 'youyou', 'would', 'heard', 'call', 'mr', 'bigot']",9
